|step|customer|age|gender|zipcodeOri|merchant|zipMerchant|category|amount|fraud
229788|77|'C2118328869'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|499.84|1
263636|87|'C2118328869'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|321.44|1
271547|90|'C2118328869'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|3143.93|1
321016|104|'C2118328869'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|650.02|1
342100|110|'C2118328869'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|908.83|1
354642|114|'C2118328869'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|324.18|1
395083|125|'C2118328869'|'2'|'F'|'28007'|'M933210764'|'28007'|'es_sportsandtoys'|278.73|1
395868|125|'C2118328869'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|710.38|1
400629|127|'C2118328869'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|590.51|1
412123|130|'C2118328869'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|474.53|1
460584|143|'C2118328869'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|54.77|1
507884|156|'C2118328869'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|544.78|1
553814|169|'C2118328869'|'2'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|217.55|1
419865|132|'C2120153320'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|363.36|1
66214|25|'C2120296918'|'4'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|346.77|1
35788|13|'C2126563017'|'3'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|785.45|1
101816|37|'C2126563017'|'3'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|376.97|1
446323|139|'C2126563017'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|168.48|1
53654|20|'C2126657609'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|615.22|1
156072|54|'C2126657609'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|212.98|1
214972|73|'C2126657609'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|167.58|1
231562|78|'C2126657609'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|539.87|1
250651|84|'C2126657609'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|480.32|1
275110|91|'C2126657609'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|352.15|1
303045|99|'C2126657609'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|577.27|1
370028|118|'C2126657609'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|210.51|1
403709|128|'C2126657609'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|126.51|1
555430|169|'C2126657609'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|233.01|1
559835|170|'C2126657609'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|24.17|1
588053|178|'C2126657609'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|672.25|1
184287|63|'C2128227866'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|738.08|1
331451|107|'C2128227866'|'5'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|391.75|1
381023|121|'C2128227866'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|64.01|1
458801|143|'C2128227866'|'5'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|189.89|1
482044|149|'C2128227866'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|315.79|1
537208|164|'C2128227866'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|366.31|1
553681|169|'C2128227866'|'5'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|646.83|1
16424|6|'C2128263275'|'2'|'M'|'28007'|'M2080407379'|'28007'|'es_travel'|4762.5|1
20280|8|'C2128263275'|'2'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|261.85|1
156918|55|'C2128263275'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|58.12|1
229584|77|'C2128263275'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|267.97|1
232729|78|'C2128263275'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|265.52|1
235887|79|'C2128263275'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|755.54|1
256168|85|'C2128263275'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|632.89|1
324796|105|'C2128263275'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|92.43|1
448415|140|'C2128263275'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|336.3|1
128413|46|'C2128712024'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|16.96|1
560300|170|'C2128712024'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|164.06|1
146154|51|'C2129810887'|'4'|'F'|'28007'|'M923029380'|'28007'|'es_home'|228.86|1
174749|60|'C2129810887'|'4'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|423.9|1
220419|75|'C2129810887'|'4'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|334.24|1
364728|117|'C2129810887'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|180.63|1
344434|111|'C2129964241'|'2'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|156.18|1
46306|17|'C2130327838'|'2'|'M'|'28007'|'M923029380'|'28007'|'es_home'|774.13|1
302556|99|'C2130894809'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|659.1|1
441766|138|'C2130894809'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|79.44|1
453279|141|'C2130894809'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|773.49|1
173045|60|'C2132932756'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|589.66|1
120222|43|'C2136008441'|'6'|'M'|'28007'|'M480139044'|'28007'|'es_health'|261.71|1
143000|50|'C2136008441'|'6'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|251.67|1
96730|35|'C2136422351'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|719.74|1
124982|44|'C2136422351'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|696.33|1
308044|100|'C2136422351'|'2'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|92.57|1
455062|142|'C2136422351'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|320.21|1
63644|24|'C2137381129'|'1'|'M'|'28007'|'M923029380'|'28007'|'es_home'|161.75|1
95201|35|'C2137381129'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|10.56|1
170320|59|'C2137381129'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|282.66|1
400372|127|'C2137381129'|'1'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|420.24|1
231890|78|'C2138532527'|'5'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|27.38|1
292275|96|'C2138532527'|'5'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|90.26|1
375737|120|'C2138532527'|'5'|'M'|'28007'|'M50039827'|'28007'|'es_health'|695.27|1
483850|150|'C2138532527'|'5'|'M'|'28007'|'M480139044'|'28007'|'es_health'|370.44|1
505119|155|'C2138532527'|'5'|'M'|'28007'|'M923029380'|'28007'|'es_home'|1540.23|1
567211|172|'C2138532527'|'5'|'M'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|295.74|1
593928|179|'C2138532527'|'5'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|192.78|1
66157|25|'C2138823885'|'4'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|315.95|1
154036|54|'C2138823885'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|254.47|1
215000|73|'C2144330803'|'2'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|544.44|1
191239|66|'C2144562698'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|83.69|1
320700|104|'C2144562698'|'1'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|917.45|1
356856|114|'C2144562698'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|51.98|1
531266|162|'C2144562698'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1286.23|1
14143|5|'C21670075'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|86.81|1
78724|29|'C21670075'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|131.12|1
126605|45|'C21670075'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|349.47|1
160727|56|'C21670075'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|310.06|1
203499|69|'C21670075'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|255.82|1
469752|146|'C217572786'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|200.88|1
62221|23|'C218446443'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2065.82|1
62788|23|'C218446443'|'2'|'M'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|381.16|1
80851|30|'C218446443'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|136.35|1
82540|30|'C218446443'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|303.34|1
86137|31|'C218446443'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|43.61|1
87347|32|'C218446443'|'2'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|26.97|1
93556|34|'C218446443'|'2'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|964.3|1
95212|35|'C218446443'|'2'|'M'|'28007'|'M857378720'|'28007'|'es_hotelservices'|512.13|1
104785|38|'C218446443'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|295.48|1
107914|39|'C218446443'|'2'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|622.29|1
114026|41|'C218446443'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|630.86|1
116857|42|'C218446443'|'2'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|247.61|1
153437|54|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|141.59|1
154188|54|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|627.66|1
157558|55|'C218446443'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|304.76|1
181353|63|'C218446443'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|335.48|1
183839|63|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|186.1|1
187348|64|'C218446443'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|218.26|1
193942|66|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|1042.76|1
217838|74|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|366.58|1
227309|77|'C218446443'|'2'|'M'|'28007'|'M692898500'|'28007'|'es_health'|275.36|1
245021|82|'C218446443'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|162.84|1
245927|82|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|307.79|1
247689|83|'C218446443'|'2'|'M'|'28007'|'M2122776122'|'28007'|'es_home'|458.64|1
258884|86|'C218446443'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|548.84|1
259202|86|'C218446443'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2796.75|1
259338|86|'C218446443'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|539.48|1
265065|88|'C218446443'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|318.03|1
275109|91|'C218446443'|'2'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|321.55|1
318744|104|'C218446443'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2592.8|1
359512|115|'C218446443'|'2'|'M'|'28007'|'M933210764'|'28007'|'es_sportsandtoys'|153.14|1
365376|117|'C218446443'|'2'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|7.66|1
380048|121|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|619.45|1
391306|124|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|807.79|1
414182|130|'C218446443'|'2'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|481.49|1
426374|134|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|44.58|1
498834|154|'C218446443'|'2'|'M'|'28007'|'M50039827'|'28007'|'es_health'|71.8|1
509973|157|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|787.19|1
523466|160|'C218446443'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|40.09|1
189526|65|'C225675370'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|175.74|1
196261|67|'C225675370'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|297.93|1
246614|82|'C225675370'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|33.11|1
249372|83|'C225675370'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|174.14|1
381011|121|'C225675370'|'4'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|315.92|1
476361|148|'C225675370'|'4'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|168.0|1
495434|153|'C225675370'|'4'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|725.33|1
100843|36|'C226946948'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|379.28|1
139239|49|'C226946948'|'3'|'M'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|345.53|1
456487|142|'C226946948'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|576.71|1
38515|14|'C227356089'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|163.53|1
172255|60|'C227356089'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|407.82|1
489398|151|'C227356089'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|302.5|1
147795|52|'C228319796'|'2'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|655.06|1
169134|59|'C228319796'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|542.44|1
190008|65|'C228319796'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|171.8|1
244489|82|'C228319796'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|296.61|1
258644|86|'C228319796'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|409.15|1
460331|143|'C228319796'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|3281.18|1
166328|58|'C23049140'|'5'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|360.05|1
474050|147|'C23049140'|'5'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|0.11|1
554759|169|'C23049140'|'5'|'F'|'28007'|'M348875670'|'28007'|'es_hotelservices'|63.08|1
168731|59|'C230958403'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|3085.69|1
250542|84|'C230958403'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|1108.23|1
289958|95|'C230958403'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|917.18|1
84454|31|'C231476583'|'1'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|454.94|1
106572|38|'C231476583'|'1'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|477.46|1
144741|51|'C231476583'|'1'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|291.62|1
163862|57|'C231476583'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|98.67|1
178603|62|'C231476583'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|36.69|1
248663|83|'C231476583'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|1038.25|1
265347|88|'C231476583'|'1'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|241.39|1
269189|89|'C231476583'|'1'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|302.26|1
398974|126|'C231476583'|'1'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|281.7|1
404750|128|'C231476583'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|256.82|1
434888|136|'C231476583'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|139.93|1
466055|145|'C231476583'|'1'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|308.29|1
468915|146|'C231476583'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2622.34|1
495824|153|'C231476583'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|42.59|1
518214|159|'C231476583'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|908.34|1
560963|170|'C231476583'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|1219.86|1
454247|142|'C232517457'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|388.42|1
79247|29|'C233539413'|'2'|'F'|'28007'|'M2080407379'|'28007'|'es_travel'|2745.84|1
163556|57|'C233539413'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|78.28|1
190195|65|'C233539413'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|460.65|1
350884|113|'C233539413'|'2'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|95.1|1
419618|132|'C233539413'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|168.93|1
500296|154|'C233539413'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1035.05|1
49243|18|'C234264885'|'3'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|314.2|1
50139|19|'C234264885'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|336.43|1
93786|34|'C234264885'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|10.84|1
221868|75|'C234264885'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|370.38|1
365819|117|'C234264885'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|15.42|1
476464|148|'C234264885'|'3'|'F'|'28007'|'M857378720'|'28007'|'es_hotelservices'|1.7|1
506285|156|'C234264885'|'3'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|395.13|1
108517|39|'C23582994'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|324.34|1
387997|123|'C236932311'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|216.09|1
89854|33|'C23740594'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|21.12|1
422885|133|'C23740594'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|393.99|1
300122|98|'C238162071'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|770.87|1
310875|101|'C238162071'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2100.75|1
265987|88|'C23992005'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|339.71|1
318449|103|'C23992005'|'3'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|20.07|1
343310|111|'C23992005'|'3'|'M'|'28007'|'M1294758098'|'28007'|'es_leisure'|301.82|1
348028|112|'C23992005'|'3'|'M'|'28007'|'M547558035'|'28007'|'es_fashion'|58.43|1
339511|109|'C241071592'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|333.25|1
380663|121|'C241463462'|'6'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|294.49|1
56050|21|'C243130666'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|406.18|1
267274|89|'C243130666'|'4'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|248.65|1
549662|167|'C243130666'|'4'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|336.94|1
578478|175|'C243130666'|'4'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|101.43|1
35110|13|'C245019752'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|814.44|1
137982|49|'C245019752'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|234.26|1
341406|110|'C245019752'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|505.98|1
383754|122|'C245019752'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|614.71|1
537947|164|'C245019752'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|155.39|1
12484|5|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|8.25|1
19022|7|'C245117318'|'3'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|314.22|1
36031|14|'C245117318'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|13.62|1
69177|26|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|153.08|1
128251|45|'C245117318'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|394.68|1
278156|92|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|362.17|1
283020|93|'C245117318'|'3'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|474.16|1
285680|94|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|718.03|1
293687|96|'C245117318'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|22.31|1
300856|98|'C245117318'|'3'|'F'|'28007'|'M923029380'|'28007'|'es_home'|243.79|1
308140|100|'C245117318'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|324.72|1
325821|106|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|201.82|1
329381|107|'C245117318'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|46.27|1
334185|108|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2135.61|1
353246|113|'C245117318'|'3'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|23.76|1
356685|114|'C245117318'|'3'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|409.33|1
358742|115|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|375.68|1
365895|117|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|167.2|1
367947|118|'C245117318'|'3'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|333.41|1
370325|118|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|355.76|1
373067|119|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|817.11|1
374454|119|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2501.6|1
375336|120|'C245117318'|'3'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|244.27|1
386949|123|'C245117318'|'3'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|1005.0|1
388069|123|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|494.35|1
396798|126|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|3580.19|1
404749|128|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|340.21|1
404989|128|'C245117318'|'3'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|671.74|1
406895|128|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4142.04|1
410503|129|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|95.96|1
411920|130|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1764.65|1
412734|130|'C245117318'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|89.07|1
412929|130|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|283.5|1
415712|131|'C245117318'|'3'|'F'|'28007'|'M78078399'|'28007'|'es_wellnessandbeauty'|299.71|1
423031|133|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|557.33|1
426783|134|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|458.68|1
434791|136|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|576.47|1
435383|136|'C245117318'|'3'|'F'|'28007'|'M50039827'|'28007'|'es_health'|397.5|1
435482|136|'C245117318'|'3'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|165.07|1
436658|137|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2430.96|1
441296|138|'C245117318'|'3'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|62.28|1
452696|141|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|457.24|1
455619|142|'C245117318'|'3'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|528.53|1
456780|142|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|648.13|1
463702|144|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|34.33|1
464391|144|'C245117318'|'3'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|36.12|1
467885|145|'C245117318'|'3'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|199.92|1
469614|146|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|287.69|1
476152|148|'C245117318'|'3'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|75.57|1
483681|150|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1795.12|1
484985|150|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|40.64|1
488297|151|'C245117318'|'3'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|424.55|1
492687|152|'C245117318'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|213.62|1
504117|155|'C245117318'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|336.22|1
507302|156|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|129.22|1
515878|158|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|231.28|1
522193|160|'C245117318'|'3'|'F'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|432.05|1
544254|166|'C245117318'|'3'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|209.21|1
552038|168|'C245117318'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|383.24|1
558747|170|'C245117318'|'3'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|313.93|1
559370|170|'C245117318'|'3'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|397.79|1
563846|171|'C245117318'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|230.73|1
565226|172|'C245117318'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|204.21|1
